id,comment,new,technical,local,correctional
88468280,Rue Yvonne NÃ¨vejean/Yvonne NÃ¨vejeanstraat near the intersection with Rue Claessens/Claessensstraat - added 4 underground recycling containers,1,0,0,0
88531217,add name:etymology:wikidata and wikidata #weeklyaddwikidata,1,1,0,0
88535277,Corrections to buildings and highways,0,0,0,1
88539781,Added bridge tag to the primary way #adt,0,1,0,1
88551107,#mapwithai #India Added residential highways,1,1,0,0
88561710,Added missing residential and service ways #adt,1,0,0,0
88576239,poi added},1,0,0,0
88593463,Fixed the crossing track highway #adt,0,1,0,1
88618065,Created the residential highway #adt,1,1,0,0
88638039,minor detail added,1,0,0,0
88646084,added driveway,1,0,0,0
88673458,"""Mapping missing roads and road attributes  https://github.com/GRABOSM/Grab-Data/issues/44""",1,1,0,0
88678711,#hotosm-project-9093 Reveal_Residential_Building_Mapping,1,0,0,0
88706395,Mapping missing roads and road attributes  https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,1
88709048,Created and added access for service highways inside Sheremetyevo International Airport #adt,1,1,0,0
88777499,Improved alignment of primary ways #adt,0,0,0,1
88788024,corrected shop name,0,0,0,1
88794671,fixed service roads,0,0,0,1
88860312,Added service road â€œ #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracingâ€,1,1,0,0
88869579,Modified the unclassified highway in this region #adt,0,1,0,1
88898348,Mark roads as private and some as minor road for main access.,0,1,1,1
88928014,Added barrier#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
88943701,Added some missing buildings near Ð—Ð°Ñ€Ñ–Ñ‡Ð½Ð° Ð²ÑƒÐ»Ð¸Ñ†Ñ. #adt,1,1,0,0
88948506,[QA] Adjusted highway _link #Kaart 2020,0,1,0,1
88975760,Added Service road and Driveway #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
88990918,#mapwithai #Vietnam Included residential connection and bridge data,1,1,0,0
89011947,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
89019601,residential details,1,0,0,0
89025348,added service road #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
89047460,Streetname Update,0,0,1,1
89052550,Added lane and surface types in Aguascalientes,0,1,1,1
89079576,UKR: Light realignment of the roads #Kaart2020; #Lightcyphers,0,1,0,1
89098047,Changed classification and added tag #adt,0,1,0,1
89123972,Improved the alignment of trunk and unclassified ways #adt,0,1,0,1
89187783,Added Driveways  #MapWithAI & https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
89226048,Determine place names,0,1,1,0
89274319,Improved geometry and tags.,0,0,0,1
89291401,Added few nodes and aligned residential,1,0,0,1
89292514,#mapwithai #Vietnam beautification roads,0,1,0,1
89333025,Aligned residential way and provided connectivity for settlements #adt,1,1,0,1
89344105,Changed the classification from residential ways to unclassified highways and created unclassified highway #adt,1,1,0,1
89372289,Added an access tag to a gate in LeÃ³n,0,1,1,1
89377435,Add name:br tag to way: Boulevard des Apprentis},1,1,0,0
89388137,Created Service road,1,0,0,0
89430509,Added path,1,0,0,0
89437386,added drive ways,1,0,0,0
89460875,Added/edited place names that are different from LINZ place names #maproulette,0,0,1,1
89460926,pipeline added,1,0,0,0
89512731,Created Service Road,1,0,0,0
89534376,More detailed road surfaces,1,1,0,0
89561960,"Added driveways â€œ#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing""",1,1,0,0
89576561,Added Driveway. #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
89589988,Determine road names and types,0,1,0,0
89605679,Added Service Road  #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
89622960,added driveway    #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
89674483,Added bridge and layer tag to the highway #adt,1,1,0,0
89707829,Fixed street alignment near the road 14 Callejon 19B. #adt,0,0,0,1
89719258,added gate and access,1,0,0,0
89723579,Improved the alignment of the island #adt,0,0,0,1
89726198,Added bridge tag to the cycleway #adt,0,1,0,1
89750714,Added one-way tag to way. #Kaart 2020,1,1,0,0
89828632,Improved the alignment of secondary highway #adt,0,1,0,1
89833512,Added U Turn Restriction,1,1,0,0
89864232,I know road,1,0,1,0
89950019,Changed the classification from unclassified to tertiary and tertiary to residential ways #adt,0,1,0,1
89957753,added driveway,1,0,0,0
89990365,added buildings,1,0,0,0
90004298,Created and adjusted the alignment of unclassified and residential ways #adt,1,0,0,1
90007741,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,1
90021581,Added a driveway,1,0,0,0
90051738,Mapping missing roads and road attributes  https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
90055075,Created Service Road,1,0,0,0
90058948,Added road,1,0,0,0
90062967,Added lanes tag #kaart,1,1,0,0
90063616,Added driveway#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
90082088,Namensvergabe,1,0,0,0
90185825,Added Service Road.#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
90219585,"Added Service roadâ€œ#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing""",1,1,0,0
90249724,UKR: Light realignment of the roads' sections #Kaart2020; #Lightcyphers,0,0,0,1
90282583,Added driveway,1,0,0,0
90317056,fix name key},0,0,0,1
90325440,turning circle added,1,0,0,0
90362795,Changed the classification from residential to unclassified ways and aligned residential ways #adt,0,1,0,1
90367923,added service road,1,0,0,0
90382292,#mapwithai #Vietnam Created some residential roads.,1,1,0,0
90387879,added driveway,1,0,0,0
90438101,Modified the alignment of riverbank feature #adt,0,1,0,1
90441272,created living_street highways near Qorako'l town #adt,1,1,0,0
90447449,Improved the alignment of the riverbank #adt,0,1,0,1
90449796,#mapwithai #India organised the alignment of existing ways,0,1,0,1
90529368,Modified the alignment of the river feature #adt,0,1,0,1
90531258,Modified Geometry #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,0,1,0,1
90533739,added service road #telenav,1,1,0,0
90560857,Added Service Road #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,
90610493,added gate and access,1,0,0,0
90623302,added service road,1,0,0,0
90634823,added road geometry #telenav,1,1,0,0
90673664,Modified the alignment of unclassified ways #adt,0,1,0,1
90742086,Added a driveway #map #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
90751158,Added driveway,1,0,0,0
90852745,Residential ways alignment was improved #adt,0,0,0,1
90853707,Name with uppercase,0,0,0,1
90861155,Created unclassified ways and aligned existing highways #adt,1,0,0,1
90883176,Roads updated.,0,0,0,1
90893972,Added service roads,1,0,0,0
90897693,Added service road's #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
90899290,Added Driveway #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
90902276,Added Service Roads,1,0,0,0
90952486,Added service roads#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracingâ€,1,1,0,0
90956056,Added driveways,1,0,0,0
91031955,Added driveway,1,0,0,0
91041782,added service roads #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
91062308,namez,1,0,0,0
91079485,Created Driveway #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
91083612,Modified the alignment of reservoir #adt,0,1,0,1
91230386,made highway circle,1,0,0,0
91230572,Added Driveway,1,0,0,0
91281528,edited access tag#MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,0,1,0,1
91283575,Added driveway road.,1,0,0,0
91407945,Added service roads #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
91410768,Added Service Road #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
91511666,added service ways,1,0,0,0
91599879,#maproulette missing roads in Niagara falls,1,0,0,0
91604601,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44""",1,1,0,1
91671431,Added Driveway,1,0,0,0
91741981,Added living_streets #adt,1,1,0,0
91765147,Aligned residential,0,0,0,1
91772073,Added Driveways,1,0,0,0
91788531,Tweak service roads,0,0,0,1
91833808,Added lane quantity,1,0,0,0
91833808,Added lane quantity,1,1,0,0
91914685,remove kink in road (junction moved without care).  improve alignments,0,0,0,1
91956143,Added Service road,1,0,0,0
91965730,Added Driveway and Service Road. #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,1,1,0,0
91967308,Organized alignment of unclassified ways,0,1,0,1
91969679,Service and residential ways are aligned #adt,0,1,0,1
91976176,#hotosm-project-7620 #TanzaniaDevelopmentTrust missing roads #mapwithai,1,0,0,0
92011777,Modified geometry #MapWithAI & #https://wiki.openstreetmap.org/wiki/Facebook_AI-Assisted_Road_Tracing,0,1,0,1
92078697,Alignment of unclassified ways has been improved #adt,0,1,0,1
92090421,Added service road #MapWithAI,1,1,0,0
92209869,#PhilAWARE #MAPampanga #Fieldwork #PDC added education facilities in Porac,1,0,1,0
92275736,added country prefix to phone numbers,1,0,0,0
92275989,modified geofeatures and / or roads,1,0,0,1
92357407,Created Service Road and Driveway #MapWithAI,1,1,0,0
92358321,added service road #MapWithAI,1,1,0,0
92363688,Added missing roads in Venezuela #MSFTOpenMaps #maproulette,1,0,0,0
92404457,minor railroad fix + minor place fix,1,0,0,1
92563203,Changed the classification of ways from path to residential #adt,0,1,0,1
92584261,Added a service road,1,0,0,0
92587952,Added a Driveway,1,0,0,0
92624633,Improved the alignment of river #adt,0,1,0,1
92697877,added driveway,1,0,0,0
92743193,#hotosm-task-769 Added and adjusted buildings #adt,1,0,0,1
92743890,added service road,1,0,0,0
92768671,Unclassified and secondary highways alignment is corrected #adt,0,1,0,1
92799834,added driveway,1,0,0,0
92824655,Added a service road #MapWithAI,1,1,0,0
92826167,Arranged the alignment of existing unclassified,0,0,0,1
92865482,Added Service Roads.,1,0,0,0
92959399,#mapwithai #Vietnam Contributed residential roads.,1,1,0,0
92960902,added details and landuse,1,0,0,0
92960902,added details and landuse,1,0,0,1
93031038,added fixme tag,1,0,0,0
93033453,#hotosm-project-7620 #TanzaniaDevelopmentTrust missing roads #mapwithai,1,1,0,0
93165474,added apartment doors,1,0,0,0
93211514,#hotosm-project-9706   https://wiki.openstreetmap.org/wiki/Reveal_Residential_Buildings_Mapping,1,0,0,0
93215837,Govt.Ayurveda Dispensary Kareepra is added,1,0,1,0
93224365,Improved the alignment of lake feature #adt,0,1,0,1
93230220,Added Service Road #MapWithAI,1,1,0,0
93267011,Adjusted the alignment of residential and unclassified ways #adt,0,0,0,1
93276481,Improved the alignment of river feature #adt,0,1,0,1
93335182,Modified the alignment of tracks #adt,0,1,0,1
93385007,New buildings added #nigeria-offgrid-2019,1,0,0,0
93406962,added driveway,1,0,0,0
93412724,Added driveway.,1,0,0,0
93446640,fix name spacing,0,0,0,1
93518784,Added Driveway. #MapWithAI,1,1,0,0
93536220,Added building,1,0,0,0
93545016,Added missing roads in Venezuela #MSFTOpenMaps,1,0,0,0
93570951,Added Driveway.,1,0,0,0
93576447,Added a Driveway from Parker Road       #MapWithAI,1,1,1,0
93588542,Added Service Road.,1,0,0,0
93590260,Added Service Road.,1,0,0,0
93597495,Modified the alignment of unclassified way #adt,0,1,0,1
93600623,Changed the classification from residential to service ways #adt,1,1,0,1
93605966,added service road#MapWithAI,1,1,0,0
93643391,#Geoedge #Karawwa_GND_30D #dataentry added names,1,0,1,0
93648820,#mbx_germany_roads Added amenity=parking_entrance tag based on Stuttgart Luftbild Stadtmessungsamt 2017 satellite imagery.,1,1,1,0
93672584,Added building,1,0,0,0
93674432,#Geoedge #Godamuna_North_GND_33C#dataentry added names,1,0,1,0
93735851,Created Service Road,1,0,0,0
93767943,Added service road. #MapWithAI,1,1,0,0
93771547,added service road,1,0,0,0
93779815,Added a service road #MapWithAI.,1,1,0,0
93830352,Added service road and driveway,1,0,0,0
93831646,Added inner role in to the riverbank multipolygon relation #adt,1,1,0,0
93913963,#mapwithai #India Modified the alignment of existing highways and upgraded the classification as per the road quality in Bhubhaneshwar,0,1,0,1
93945643,intÃ©gration station service,1,0,1,0
93955658,Added road in the area near ÐœÐ¾Ñ‡Ð¸Ñ‰Ðµ. #adt,1,0,0,0
93998422,edited highway tag.,0,1,0,1
94002332,Modified Road Geometry  #MapWithAI,0,1,0,1
94031879,Downgraded classification from unclassified to residential ways near El Oro de Hidalgo village #adt,0,1,0,1
94041103,added service road and added a gate.,1,0,0,0
94051977,#mapwithai #India added residential and service roads,1,1,0,0
94142188,Add road surface info,1,1,0,0
94180963,Added Service road from State Highway Hh,1,0,0,0
94192968,Adding of Tveten roads,1,0,0,0
94253372,added driveway from https://www.openstreetmap.org/way/17310726,1,0,0,0
94321194,Added bike/walk paths,1,0,0,0
94322268,Changed the classification from service to residential way,0,1,0,1
94398060,Added name,1,0,0,0
94401915,Aligned the residential roads in Î†Î³Î¹Î¿Ï‚ Î“ÎµÏŽÏÎ³Î¹Î¿Ï‚. #adt,0,0,0,1
94413098,Modified the alignment of the river feature #adt,0,1,0,1
94416702,Created Service Road,1,0,0,0
94428448,added driveway,1,0,0,0
94452365,Adjusted the alignment of existing ways #adt,0,0,0,1
94467646,Change road into parking way,0,1,0,1
94494063,Added missing roads based on Bing satellite,1,0,0,0
94547136,Adding.correcting geometries and name of the park using Istanbul Metropolitan Municipality data source #ICT4Society #opendata #osmturkey,1,0,1,1
94599681,Add tag direction to highway=stop in France #maproulette,1,1,0,0
94672745,Add roads BrÃ¤ndan,1,0,0,0
94682723,Added Service Road,1,0,0,0
94682841,Added service road,1,0,0,0
94701283,changed the residential roads around Steinerskolen i Arendal fitting to the satellite image,0,0,0,1
94714151,removed fictional road,0,0,0,1
94714735,Added Driveway.,1,0,0,0
94716114,added houses,1,0,0,0
94749488,Tertiary and residential ways are aligned #adt,0,0,0,1
94800025,Added grass areas,1,0,0,0
94802697,Add tracks and roads,1,0,0,0
94802769,Draw local roads,1,0,0,0
94866009,Added Driveway,1,0,0,0
94877519,Added Service Roads,1,0,0,0
94965318,Missing minor roads added,1,0,0,0
95010582,Added Government Hospital in Naromurar.,1,0,0,0
95025020,Created and modified the alignment of residential and service ways #adt,1,1,0,1
95026912,Changed the classification from primary_link to residential way #adt,0,1,0,1
95031652,Add roads and streams in Myanmar,1,0,0,0
95033723,Added driveway,1,0,0,0
95045320,Modified Highway tag,0,1,0,1
95049324,added service roads,1,0,0,0
95082362,Added tunnel tag for waterway and adjusted the alignment #adt,1,1,0,1
95123135,#mapwithai #Vietnam created and modified highways,1,1,0,1
95131690,modified service road,0,0,0,1
95188477,Roads Bergamon,1,0,1,0
95211589,Added Driveway.,1,0,0,0
95241731,Adding roads,1,0,0,0
95255817,added driveways,1,0,0,0
95271308,added driveway,1,0,0,0
95333844,remove road on top of road,0,0,0,1
95359313,changed highway to living street and added motorcar no #GnR,0,1,0,1
95395399,Changed the classification from residential ways to primary_links #adt,0,1,0,1
95420032,#mapwithai #Tanzania alignment of roads,0,1,0,1
95555178,changed highway tag into unmaintained track road,0,0,0,1
95571185,added and adjusted buildings. #hotosm-project-9855 #HurricaneEta #Honduras - Mapping buildings from MAXAR imagery,1,0,0,1
95572480,Determine place names,0,0,1,0
95575420,Roads,1,0,0,0
95583538,Added Driveway,1,0,0,0
95598989,Added Drive Ways.,1,0,0,0
95606955,Added missing unclassified way #adt,1,1,0,0
95611538,Added unclassified ways and aligned primary way #adt,1,1,0,1
95624207,Adding missing roads in Peru  #MSFTOpenMaps,1,0,1,0
95626053,Added Service Road.,1,0,0,0
95640823,Adding missing roads in Peru  #MSFTOpenMaps,1,0,1,0
95653644,edited highway tag to track road,0,0,0,1
95706063,Added residential roads east of Gujranwala Road #adt,1,0,0,0
95836947,#mapwithai #Vietnam add some road validating and smoothing,0,1,0,1
95879090,added buildings,1,0,0,0
95891856,added buildings,1,0,0,0
95937497,Added Driveway.,1,0,0,0
95938346,added service road #MapWithAI,1,1,0,0
95976000,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44""",1,1,0,1
96000176,added driveway and service road,1,0,0,0
96044843,Added Service roads,1,0,0,0
96048572,added service road,1,0,0,0
96066339,Added missing barrier tag to service way near Gabriel Mancera #adt,1,1,0,0
96086242,added driveway,1,0,0,0
96161607,updated road type,0,0,0,1
96167535,Added service roads,1,0,0,0
96173938,added driveways,1,0,0,0
96195007,stream added,1,0,0,0
96211380,Added servic ways to TV & Radio station area #Kaart 2020,1,0,,
96248042,Added a service road,1,0,0,0
96250315,added service roads and driveways,1,0,0,0
96279169,I adjusted highway features to improve navigation. #kaart #maproulette,0,0,0,1
96291923,Added service road,1,0,0,0
96324153,Added driveways,1,0,0,0
96462862,Updated roads. Source: Bing Aerial,0,0,0,1
96578273,Added driveway,1,0,0,0
96582360,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
96645883,Added and aligned unclassified,1,0,0,1
96651559,added service road,1,0,0,0
96707139,Added driveway,1,0,0,0
96721829,Added Driveway,1,0,0,0
96731283,Removed one ways for residential ways and added secondary link #adt,1,1,0,1
96736538,Modified road geometry.,0,1,0,1
96759500,Added Driveways.,1,0,0,0
96853478,highway/footway/crossing modifiziert; Sitzbank erzeugt,1,0,0,1
96928442,Added house addresses and adjusted geometry and modified oneway road in Irapuato,1,0,1,1
96951121,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44""",1,1,0,0
96951401,Added alleys #MapWithAI,1,1,0,0
96994096,Add road surface info,1,1,0,0
97011832,Added missing pathway section seen in imagery #Kaart 2021,1,0,0,0
97013583,Added driveways,1,0,0,0
97015213,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44""",1,1,0,0
97021519,Tertiary and residential ways are aligned #adt,0,1,0,1
97042676,Created Service Road,1,0,0,0
97065866,#mapwithai #Vietnam made improvements to the road network,1,1,0,0
97097920,modified residential road,0,0,0,1
97118351,added driveway,1,0,0,0
97137723,Added SubCentre in Phuliduma.,1,0,0,0
97142872,Added Driveway.,1,0,0,0
97203961,Smoothened the alignment of tertiary ways #adt,0,1,0,1
97287470,houses added,1,0,0,0
97306949,Added the barrier tag to service ways #adt,1,1,0,0
97336335,Added service road,1,0,0,0
97345255,Added driveway,1,0,0,0
97362424,added missing road geometry,1,0,0,0
97474538,Added Service road and driveway,1,0,0,0
97488324,Added Service Roads,1,0,0,0
97542584,added service road,1,0,0,0
97549346,Created residential and service ways to access the destinations #adt,1,0,0,1
97581481,Added and squared building footprints. #adt #hotosm-project-7711 #missingmaps #indonesia #redcross #amm,1,1,0,1
97674112,added missing road geometry,1,0,0,0
97686495,Added driveway,1,0,0,0
97749251,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
97760831,Added service road,1,0,0,0
97795276,added parking place,1,0,0,0
97814757,Added and modified the alignment of track way #adt,1,1,0,1
97817663,Created residential ways and aligned them #adt,1,1,0,1
97832796,Created missing residential ways #adt,1,1,0,0
97857265,Added Foot tag near Jalan Danau Sunter Selatan #adt,0,1,1,1
97886904,added service roads #MapWithAI,1,1,0,0
97897561,#hotosm-project-9281 #UNMappers #MINUSMA #Mali Added and/or modified topographic data : Lot of tracks linking NW and SE,1,0,0,1
97897635,Landuse added,1,0,0,0
97903910,Downgraded the classification from tertiary to residentialÂ way #adt,0,1,0,1
97946915,added missing road geometry,1,0,0,0
97956498,added service road #MapWithAI,1,1,0,0
97963137,added missing road geometry,1,0,0,0
98025592,Add street/place names to address,0,0,1,1
98038408,roads fix,0,0,0,1
98045059,added some hedges,1,0,0,0
98092522,added missing road geometry,1,0,0,0
98121628,added service roads,1,0,0,0
98123164,added service roads,1,0,0,0
98180069,Add missing lanes=* where turn:lanes=* was added without them,1,1,0,1
98217120,Adding missing roads in Ecuador using MapWithAI detections  #MSFTOpenMaps,1,1,0,0
98221834,Created Service Roads; #MapWithAI,1,1,0,0
98274154,added missing road geometry,1,0,0,0
98300536,Edited access tag of a service road. #MapWithAI,0,1,0,1
98311691,added building/s and or details,1,0,0,0
98344229,#AtlasChecks Added ford tag to the road and water feature.,1,1,0,0
98350131,Adjusted the alignment of residential ways #adt,0,1,0,1
98358134,added service roads #MapWithAI,1,1,0,0
98484006,Added Service roads,1,0,0,0
98484154,#mapwithai #India Added residential,1,1,0,0
98513241,Modified service road #MapWithAI,0,1,0,1
98620901,Created and aligned residential ways in this area #adt,1,0,0,1
98633850,Roundabout in name only - not actually a roundabout due to traffic lights.,0,0,1,1
98648251,updating road types,0,1,0,1
98685081,Added Service road and Driveways,1,0,0,0
98689366,#osmbe #roadcompletion #maproulette,1,0,0,0
98699767,Added motorway_link way to the construction way #adt,1,1,0,0
98701821,Created Service Road,1,0,0,0
98704994,"""aligned road geometry",0,1,0,1
98718656,added driveway#MapWithAI,1,1,0,0
98756856,Added service roads,1,0,0,0
98762045,added missing road geometry,1,0,0,0
98791707,Forrest County:  updating road attributes; improving road alignments; adding memorial plaque; relocating place node,1,1,1,1
98843110,piccoli aggiornamenti,0,0,0,1
98856804,Added bench,1,0,0,0
98878606,added driveway,1,0,0,0
98881159,added service road,1,0,0,0
98987330,Aligned the service ways #adt,0,1,0,1
99031863,Minor road and geometry corrections,0,1,0,1
99071726,Added service road,1,0,0,0
99142260,added service road,1,0,0,0
99171342,added service road,1,0,0,0
99209459,road dangerous because of minefields,1,0,1,0
99341099,Added service road,1,0,0,0
99348421,Added service ways and aligned #adt,1,0,0,1
99375345,#hotosm-project-3993 #TanzaniaDevelopmentTrust #Tanzania #missingmaps:Some Buildings and highways corrected.,1,0,0,1
99397080,golf course added,1,0,0,0
99436614,Added a driveway.,1,0,0,0
99465742,added sidewalks,1,0,0,0
99468726,Added service roads,1,0,0,0
99476137,Add road lanes,1,1,0,0
99492268,Changed the classification from residential to service ways and aligned it accoridngly #adt,0,1,0,1
99501505,"""Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44""",1,1,0,1
99502961,Set Highway To =path + Improved Geometry + Fixed Chaotic Building Passages,1,1,0,1
99525784,added missing road geometry,1,0,0,0
99568966,Added access to barriers on bicycle and hiking routes,1,0,0,0
99583107,Added driveway,1,0,0,0
99599991,Determine place names,0,0,1,0
99622011,Added International Appalachian Trail,1,0,0,0
99633895,Added missing gravel road,1,0,0,0
99687560,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
99712020,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
99718535,added service road #MapWithAI,1,1,0,0
99723962,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
99730822,Added service road  #MapWithAI,1,1,0,0
99737906,Added Drive Way.,1,0,0,0
99794944,Added  driveway,1,0,0,0
99833882,Added service road,1,0,0,0
99938620,added parking aisle,1,0,0,0
99945459,Added service road and driveway,1,0,0,0
99957328,Added Service roads #MapWithAI,1,1,0,0
99961595,Created and aligned unclassified and residential ways and adjusted the alignment of existing ways #adt,1,1,0,1
99970738,Added service road#MapWithAI,1,1,0,0
99979353,added driveway#MapWithAI,1,1,0,0
100037632,Improved the alignment of coastline #adt,0,1,0,1
100042692,Added Service Roads and #MapWithAI,1,1,0,0
100087349,added service road#MapWithAI,1,1,0,0
100143666,Add road surface info,1,1,0,0
100181606,Added a driveway.#MapWithAI,1,1,0,0
100257672,added service road,1,0,0,0
100282671,added service road.,1,0,0,0
100284750,added driveway #MapWithAI,1,1,0,0
100294170,Added Service Road. #MapWithAI,1,1,0,0
100327087,Added Driveway.,1,0,0,0
100386057,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
100407701,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
100428969,Added service road #MapWithAI,1,1,0,0
100435317,Added Service Roads.,1,0,0,0
100456502,Modified the alignment of primary way #adt,0,1,0,1
100470087,Added service road. Based on Esri .#mbx_missingstr_usa,1,1,0,0
100488395,Added Driveway.,1,0,0,0
100493330,changed the classification and added missing road geometry,1,1,0,1
100583573,#osmbe #roadcompletion #maproulette,1,0,0,0
100609190,added service road,1,0,0,0
100611773,Changed the classification to service way #adt,1,1,0,1
100612914,Added Driveway,1,0,0,0
100626180,Created Service Roads,1,0,0,0
100653368,Added Service Road #MapWithAI,1,1,0,0
100669883,Added driveway,1,0,0,0
100680299,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
100695160,added missing road geometry,1,0,0,0
100699436,Added driveway,1,0,0,0
100732432,Aligned roads near Î¤ÏÎ±Ï€ÎµÎ¶Î¿ÏÎ½Ï„Î¿Ï‚ #adt,0,1,0,1
100752898,Added service ways and aligned existing residential ways #adt,1,1,0,1
100774585,Added some landuse and trees,1,0,0,0
100841742,Modified Residential Roads and Service Roads. #MapWithAI,0,1,0,1
100872797,Added service roads #MapWithAI,1,1,0,0
100873226,added missing road geometry,1,0,0,0
100910319,Modified residential road and added service road. #MapWithAI,1,1,0,1
100963545,added building/s and or details,1,0,0,0
101031623,Removed overlapping footway by adjusting the highways #adtÂ Â ,0,1,0,1
101042681,#hotosm-project-10341 Added buildings  #mapbeks #UNMAPPEDPH #UNMAPPEDTarlac #UNMAPPEDPH2021 #fb-communityimpact #hotmicrogrants2021,1,0,0,0
101046318,Provided the connectivity for residential ways  #adt,1,1,0,1
101055686,Added service roads. #MapWithAI,1,1,0,0
101065855,Added park name.,1,0,0,0
101081739,added service roads,1,0,0,0
101090685,Added barrier gate to amenity hospital #adt,1,1,0,0
101096521,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44,1,1,0,0
101098869,Smoothened the alignment of residential ways #adt,0,1,0,1
101134353,New development Lawrence Road,1,0,0,0
101234456,Added driveway,1,0,0,0
101240128,added service road,1,0,0,0
101251278,Added driveway,1,0,0,0
101277871,added service road,1,0,0,0
101328889,added missing road geometry,1,0,0,0
101329937,Adding missing roads in Republic of Serbia  #MSFTOpenMaps,1,0,1,0
101462756,#MAPampanga #HOTPH #PhilAware #PDC #roadmapping,1,0,0,0
101469597,Added driveway,1,0,0,0
101475759,added missing road and aligned geometry,1,1,0,1
101516631,Fixed unconnected highway #MapGiveMaxarMapathon #maproulette #MapGive,0,0,0,1
101625383,added missing road geometry https://github.com/GRABOSM/Grab-Data/issues/43,1,0,0,0
101634963,#mapwithai #India Created  Residential Roads,1,1,0,0
101635435,#mapwithai #Vietnam created and beautification some roads,1,1,0,0
101637752,added missing road geometry,1,0,0,0
101647228,Added service roads,1,0,0,0
101681907,Mapping missing roads and road attributes https://github.com/GRABOSM/Grab-Data/issues/44 #Grab,1,1,0,0
101688620,Added service road,1,0,0,0
101780375,added drive way,1,0,0,0
101791160,added missing road geometry,1,0,0,0
101831998,Add road surface info,0,1,0,1
101897736,Added driveways #MapWithAI #amap,1,1,0,0
